0,1,2
21.67962916,92.87748956855792,64.31905151060332
43.49956789,81.66770822350854,10.712169267376662
52.70874691,121.22534439686112,98.31683042820758
54.72660815,81.13068775468835,54.78328292046123
35.65636873,91.69203466959712,2.10334972016838
39.07054936,125.72801835359073,50.49721677040725
56.73027297,104.25531720971968,203.4435254140038
65.00950244,103.5076813664596,28.2899239425511
24.78300009,120.24761058479262,38.99631409374279
15.67182958,92.298272010667,10.064943869318386
74.55396444,136.45473340384086,69.5451745074425
37.92906162,89.26966450928376,20.78421654980153
51.64637154,86.32264419946465,83.98249863667318
77.09555889,79.70843142627164,4.203976315870906
67.45700108,99.03743079204816,61.78323735956218
40.18045276,77.97848713888051,109.25597950954943
32.92582882,60.58247377877135,31.256323591206797
53.96446532,86.71064879567709,15.602516852575803
59.1463642,101.0929229006825,8.291004956900071
74.40247839,82.8426425034064,47.149666392432
30.12375367,117.71551661046,11.75162910577398
59.45788194,111.95431165901732,14.189367811184006
66.74744241,68.76024298094177,42.0128340893992
43.15362993,97.86585559029714,110.56825789741504
50.08414752,86.00964946993204,18.60653360432715
67.09426391,102.5716085959845,72.93477941515418
39.40808047,104.26526963873825,6.814034556015623
35.43543287,121.8502842421278,8.40938960765523
42.80859243,38.02720535786878,76.89323549293802
72.51222696,151.0939856544254,24.358592216790942
48.39068818,73.32943745759637,0.7645459167191727
39.51203152,131.2741978827636,158.84963948056094
51.65542708,122.09992084440856,81.99035753584542
50.973959,70.6642635590335,6.326766860401108
37.17777078,88.31529134798788,5.21693721639968
62.04020887,71.7161000793773,6.234658007178043
27.724353,69.9705660249761,40.0319150912513
41.67639284,113.99744514520664,38.657260521979325
40.34049871,67.41688666769163,33.591243189467825
46.18922007,96.75054481299374,10.645769090249352
34.93901225,92.00298651584444,18.192916487317987
60.07472066,71.37307284292996,227.3334251073723
24.80248551,105.76342004437385,24.97083876891583
48.13263676,116.08558428704026,6.992841918369535
33.93600463,111.4067650551808,14.768207475033538
52.08465769,75.22605989584707,89.56579201055206
27.21610428,104.5090148653913,99.85242656231787
50.57709797,84.56432374807898,81.3456922798441
40.05600517,112.07409089010687,22.909079246957056
42.90802126,98.90219551201746,51.384382863470435
46.54548566,98.7104874092341,14.52478794628363
50.00366332,92.12970493841756,34.59868896717019
66.84966057,94.88420419721648,12.769291806036104
43.98795978,138.90052046463157,91.89850198576688
70.11214638,113.5225939491214,81.87087179924542
40.38440526,111.34907827487916,116.37021022715398
54.28944969,97.51283328894532,9.713038255962507
57.1468735,119.55486779269248,40.67814635108879
19.60862174,107.38750062528428,18.59919704762206
68.60427501,99.19214883536284,41.767883847719304
40.7857501,78.15264460774897,12.330638782586968
27.80795467,98.32576411196716,38.487170212487534
38.10445816,131.05741086488578,45.02450721174463
84.73549487,95.39838608633684,86.27102647010713
46.43206244,106.60312711191332,19.37551835017816
32.7616231,96.45743219720887,8.344015904886298
51.2288746,87.78374489920047,29.576665309521665
58.64617167,69.18304187721884,64.93850113390786
55.42821986,128.1587074240553,18.109256264721015
49.98590372,114.0566374187657,31.549696402955863
28.33564728,59.1514108509792,32.609503281607736
40.12970694,84.3705849799191,126.81989497453046
35.98594296,104.00124884795092,151.11742971531962
1.81341715,122.29233359606542,70.14518204504236
75.04618546,93.28307144775744,27.2490527120817
35.30367276,107.5343919159041,35.65098490080605
50.627047,105.12935245252967,41.29223874178493
39.31877075,64.00107135587673,54.058054200929384
38.3146682,122.86905542847563,32.07312168510998
47.59741628,66.43380514221016,72.78233559903012
83.54873868,91.66927748448435,12.827587983387826
35.57767123,98.51762582708984,1.610375694449967
28.06960093,87.57932266535397,27.98452649369369
75.46035703,52.739117300146816,6.413152503015103
77.50923152,78.21443018729282,14.347916234890784
45.66626589,84.48706496170041,2.114124593871291
58.64691124,85.20882946910821,22.232212002265932
28.11057515,118.12753115521348,1.0124958763408825
25.72769294,105.90254448869018,87.36738092409102
7.10399491,102.66332008598772,13.226330199141096
31.16811879,105.81675415145112,1.8690908654748135
80.71812745,78.8660514135871,50.54201856470022
66.15787602,80.17960671894652,13.7700966657074
65.82242641,88.78035535811331,33.24532860372818
61.81807423,101.491570682333,37.91377619466159
